,store_id,d,revenue
0,CA_1,1,10933.159999999973
1,CA_1,2,9787.05999999997
2,CA_1,3,7201.379999999986
3,CA_1,4,7407.739999999983
4,CA_1,5,6566.11999999999
5,CA_1,6,7945.72999999998
6,CA_1,7,8546.759999999984
7,CA_1,8,13375.399999999989
8,CA_1,9,10591.429999999968
9,CA_1,10,7704.539999999992
10,CA_1,11,7848.6499999999905
11,CA_1,12,6937.639999999992
12,CA_1,13,7759.819999999989
13,CA_1,14,8589.229999999981
14,CA_1,15,11516.59999999997
15,CA_1,16,12010.839999999971
16,CA_1,17,7357.189999999982
17,CA_1,18,6376.429999999991
18,CA_1,19,5993.399999999994
19,CA_1,20,5798.319999999999
20,CA_1,21,8667.369999999972
21,CA_1,22,11221.919999999966
22,CA_1,23,10639.77999999997
23,CA_1,24,8847.259999999967
24,CA_1,25,6355.309999999983
25,CA_1,26,6197.289999999989
26,CA_1,27,5991.659999999987
27,CA_1,28,7513.569999999977
28,CA_1,29,9827.539999999972
29,CA_1,30,9947.559999999961
30,CA_1,31,6152.80999999999
31,CA_1,32,7105.389999999983
32,CA_1,33,6679.9400000000005
33,CA_1,34,7232.99999999998
34,CA_1,35,8303.59999999998
35,CA_1,36,10823.54999999998
36,CA_1,37,12041.489999999962
37,CA_1,38,8182.629999999976
38,CA_1,39,7624.8099999999795
39,CA_1,40,7082.989999999984
40,CA_1,41,6738.089999999992
41,CA_1,42,8580.299999999977
42,CA_1,43,10785.63999999996
43,CA_1,44,10987.759999999975
44,CA_1,45,7551.389999999977
45,CA_1,46,6341.979999999984
46,CA_1,47,6861.5599999999795
47,CA_1,48,6663.3399999999865
48,CA_1,49,7796.059999999983
49,CA_1,50,11266.269999999966
50,CA_1,51,11011.929999999973
51,CA_1,52,7001.739999999988
52,CA_1,53,6609.069999999981
53,CA_1,54,5530.889999999992
54,CA_1,55,6001.0199999999895
55,CA_1,56,7554.649999999973
56,CA_1,57,10507.549999999961
57,CA_1,58,10845.909999999983
58,CA_1,59,7193.309999999979
59,CA_1,60,6302.379999999986
60,CA_1,61,5680.529999999999
61,CA_1,62,6717.909999999975
62,CA_1,63,9653.039999999964
63,CA_1,64,11933.929999999968
64,CA_1,65,11937.24999999997
65,CA_1,66,9240.099999999968
66,CA_1,67,7439.109999999983
67,CA_1,68,7200.879999999981
68,CA_1,69,8019.639999999984
69,CA_1,70,8998.739999999978
70,CA_1,71,11294.939999999977
71,CA_1,72,11463.659999999974
72,CA_1,73,8184.349999999971
73,CA_1,74,7134.549999999989
74,CA_1,75,6325.9899999999925
75,CA_1,76,6697.649999999972
76,CA_1,77,8403.159999999978
77,CA_1,78,10095.539999999954
78,CA_1,79,10921.999999999962
79,CA_1,80,7876.819999999963
80,CA_1,81,6805.619999999982
81,CA_1,82,6696.539999999982
82,CA_1,83,7665.05999999998
83,CA_1,84,9452.049999999965
84,CA_1,85,12226.63999999998
85,CA_1,86,8946.22999999997
86,CA_1,87,6845.179999999976
87,CA_1,88,6158.449999999993
88,CA_1,89,6000.029999999983
89,CA_1,90,6222.369999999987
90,CA_1,91,8190.3699999999735
91,CA_1,92,10582.539999999966
92,CA_1,93,10369.269999999977
93,CA_1,94,8208.209999999977
94,CA_1,95,8065.919999999983
95,CA_1,96,7386.849999999991
96,CA_1,97,6408.129999999988
97,CA_1,98,8817.629999999981
98,CA_1,99,10607.099999999977
99,CA_1,100,8997.649999999978
100,CA_1,101,9031.619999999972
101,CA_1,102,7746.519999999976
102,CA_1,103,7389.639999999986
103,CA_1,104,6365.4799999999805
104,CA_1,105,8633.169999999971
105,CA_1,106,11066.049999999977
106,CA_1,107,11331.98999999998
107,CA_1,108,7376.919999999975
108,CA_1,109,6410.459999999985
109,CA_1,110,6305.239999999981
110,CA_1,111,6283.099999999982
111,CA_1,112,7712.629999999975
112,CA_1,113,9840.07999999996
113,CA_1,114,10275.179999999962
114,CA_1,115,7102.249999999973
115,CA_1,116,5967.009999999992
116,CA_1,117,6023.819999999984
117,CA_1,118,6476.979999999987
118,CA_1,119,7629.319999999977
119,CA_1,120,9389.619999999966
120,CA_1,121,9543.549999999967
121,CA_1,122,8698.939999999971
122,CA_1,123,6288.029999999982
123,CA_1,124,7615.879999999977
124,CA_1,125,7533.2099999999855
125,CA_1,126,9376.67999999997
126,CA_1,127,11791.84999999997
127,CA_1,128,11363.80999999997
128,CA_1,129,9217.189999999973
129,CA_1,130,8093.259999999978
130,CA_1,131,7690.959999999979
131,CA_1,132,7537.129999999983
132,CA_1,133,9757.749999999962
133,CA_1,134,10387.859999999962
134,CA_1,135,10716.09999999997
135,CA_1,136,8943.689999999971
136,CA_1,137,7772.909999999972
137,CA_1,138,7439.229999999977
138,CA_1,139,7385.099999999971
139,CA_1,140,8718.79999999998
140,CA_1,141,10779.909999999962
141,CA_1,142,8746.639999999972
142,CA_1,143,7908.539999999977
143,CA_1,144,8014.55999999998
144,CA_1,145,6962.52999999998
145,CA_1,146,8014.7699999999695
146,CA_1,147,8637.689999999979
147,CA_1,148,9331.61999999996
148,CA_1,149,10677.979999999961
149,CA_1,150,7976.209999999974
150,CA_1,151,6343.629999999976
151,CA_1,152,6444.219999999978
152,CA_1,153,7374.629999999977
153,CA_1,154,10873.93999999995
154,CA_1,155,11889.389999999958
155,CA_1,156,10798.739999999962
156,CA_1,157,7405.669999999994
157,CA_1,158,9043.649999999978
158,CA_1,159,9126.159999999967
159,CA_1,160,9310.349999999971
160,CA_1,161,9589.889999999961
161,CA_1,162,11858.949999999964
162,CA_1,163,12977.569999999967
163,CA_1,164,8344.869999999974
164,CA_1,165,6634.839999999994
165,CA_1,166,7438.389999999975
166,CA_1,167,7455.629999999975
167,CA_1,168,8581.959999999977
168,CA_1,169,10705.13999999996
169,CA_1,170,11077.24999999997
170,CA_1,171,8274.609999999964
171,CA_1,172,6929.679999999981
172,CA_1,173,7072.899999999986
173,CA_1,174,7671.959999999973
174,CA_1,175,8964.029999999975
175,CA_1,176,10679.089999999956
176,CA_1,177,10604.669999999976
177,CA_1,178,8188.889999999974
178,CA_1,179,6779.459999999968
179,CA_1,180,6934.40999999997
180,CA_1,181,7125.139999999976
181,CA_1,182,8702.789999999968
182,CA_1,183,9046.149999999974
183,CA_1,184,10102.299999999974
184,CA_1,185,8416.949999999973
185,CA_1,186,8365.249999999973
186,CA_1,187,8469.279999999979
187,CA_1,188,8703.919999999978
188,CA_1,189,9877.529999999962
189,CA_1,190,10633.509999999984
190,CA_1,191,11778.27999999997
191,CA_1,192,9203.069999999976
192,CA_1,193,8035.139999999975
193,CA_1,194,8235.289999999977
194,CA_1,195,8079.719999999971
195,CA_1,196,9134.719999999968
196,CA_1,197,11899.549999999972
197,CA_1,198,11823.119999999964
198,CA_1,199,8241.46999999997
199,CA_1,200,7419.209999999979
200,CA_1,201,7406.219999999983
201,CA_1,202,7413.739999999974
202,CA_1,203,8305.11999999998
203,CA_1,204,10730.249999999962
204,CA_1,205,13176.899999999978
205,CA_1,206,7830.299999999972
206,CA_1,207,6717.609999999986
207,CA_1,208,6866.559999999981
208,CA_1,209,6952.909999999982
209,CA_1,210,8283.879999999968
210,CA_1,211,10671.159999999965
211,CA_1,212,10746.749999999967
212,CA_1,213,6790.309999999989
213,CA_1,214,5792.8599999999915
214,CA_1,215,6393.029999999983
215,CA_1,216,7582.419999999979
216,CA_1,217,9349.799999999968
217,CA_1,218,11095.069999999962
218,CA_1,219,10261.579999999987
219,CA_1,220,9981.729999999961
220,CA_1,221,8497.809999999965
221,CA_1,222,7709.289999999979
222,CA_1,223,8236.059999999969
223,CA_1,224,9326.26999999997
224,CA_1,225,11409.35999999995
225,CA_1,226,12457.389999999958
226,CA_1,227,8341.739999999969
227,CA_1,228,6834.939999999973
228,CA_1,229,6071.729999999979
229,CA_1,230,7096.069999999969
230,CA_1,231,8525.729999999974
231,CA_1,232,10380.899999999967
232,CA_1,233,10898.879999999972
233,CA_1,234,7704.799999999968
234,CA_1,235,7367.369999999979
235,CA_1,236,6662.509999999985
236,CA_1,237,6430.969999999987
237,CA_1,238,9518.07999999995
238,CA_1,239,11527.689999999966
239,CA_1,240,11565.129999999952
240,CA_1,241,7916.469999999964
241,CA_1,242,6588.879999999974
242,CA_1,243,6517.359999999986
243,CA_1,244,6416.429999999976
244,CA_1,245,9357.86999999997
245,CA_1,246,13266.17999999997
246,CA_1,247,13317.309999999972
247,CA_1,248,8987.929999999973
248,CA_1,249,8491.22999999998
249,CA_1,250,7717.749999999983
250,CA_1,251,7575.919999999967
251,CA_1,252,9105.169999999976
252,CA_1,253,11632.829999999976
253,CA_1,254,12639.689999999955
254,CA_1,255,9612.129999999961
255,CA_1,256,7323.929999999975
256,CA_1,257,7102.469999999971
257,CA_1,258,7291.79999999998
258,CA_1,259,9100.929999999973
259,CA_1,260,11571.529999999968
260,CA_1,261,11706.409999999969
261,CA_1,262,7727.979999999978
262,CA_1,263,6560.759999999977
263,CA_1,264,6541.889999999977
264,CA_1,265,6742.139999999978
265,CA_1,266,8979.869999999955
266,CA_1,267,11038.299999999954
267,CA_1,268,11892.729999999949
268,CA_1,269,7798.73999999998
269,CA_1,270,6989.089999999972
270,CA_1,271,6332.879999999986
271,CA_1,272,7112.359999999972
272,CA_1,273,8261.569999999967
273,CA_1,274,11303.749999999964
274,CA_1,275,11523.01999999994
275,CA_1,276,6392.389999999982
276,CA_1,277,7199.549999999972
277,CA_1,278,7706.429999999969
278,CA_1,279,7970.349999999968
279,CA_1,280,9873.339999999956
280,CA_1,281,11986.11999999996
281,CA_1,282,12820.149999999943
282,CA_1,283,8751.739999999962
283,CA_1,284,8480.019999999964
284,CA_1,285,7316.829999999973
285,CA_1,286,8530.369999999957
286,CA_1,287,10220.069999999962
287,CA_1,288,10597.769999999962
288,CA_1,289,11094.70999999994
289,CA_1,290,7854.179999999975
290,CA_1,291,7290.629999999973
291,CA_1,292,6644.1799999999785
292,CA_1,293,6381.599999999986
293,CA_1,294,7904.989999999968
294,CA_1,295,12209.769999999957
295,CA_1,296,11764.849999999953
296,CA_1,297,8990.75999999997
297,CA_1,298,9307.029999999962
298,CA_1,299,9256.129999999972
299,CA_1,300,4813.659999999999
300,CA_1,301,7551.11999999998
301,CA_1,302,8263.929999999957
302,CA_1,303,8879.51999999996
303,CA_1,304,6856.869999999977
304,CA_1,305,6359.479999999987
305,CA_1,306,6161.9599999999855
306,CA_1,307,6877.269999999984
307,CA_1,308,9036.56999999995
308,CA_1,309,12251.56999999994
309,CA_1,310,12771.189999999957
310,CA_1,311,9739.419999999958
311,CA_1,312,7803.319999999971
312,CA_1,313,7423.649999999982
313,CA_1,314,8928.92999999996
314,CA_1,315,9261.859999999964
315,CA_1,316,12452.069999999967
316,CA_1,317,11484.509999999958
317,CA_1,318,8643.799999999974
318,CA_1,319,7803.049999999978
319,CA_1,320,7881.589999999976
320,CA_1,321,8541.309999999972
321,CA_1,322,9184.809999999958
322,CA_1,323,11665.199999999955
323,CA_1,324,11747.449999999952
324,CA_1,325,8910.659999999965
325,CA_1,326,8574.18999999997
326,CA_1,327,9050.149999999965
327,CA_1,328,9697.719999999956
328,CA_1,329,11730.169999999967
329,CA_1,330,8867.209999999977
330,CA_1,331,0.0
331,CA_1,332,8918.389999999972
332,CA_1,333,7924.889999999967
333,CA_1,334,8058.449999999969
334,CA_1,335,8840.939999999968
335,CA_1,336,11981.039999999939
336,CA_1,337,11171.959999999961
337,CA_1,338,6986.0299999999725
338,CA_1,339,11013.949999999959
339,CA_1,340,9352.609999999959
340,CA_1,341,8403.569999999967
341,CA_1,342,9172.189999999975
342,CA_1,343,9710.95999999997
343,CA_1,344,12521.349999999968
344,CA_1,345,12913.939999999964
345,CA_1,346,9750.78999999997
346,CA_1,347,8402.889999999967
347,CA_1,348,7324.9799999999805
348,CA_1,349,6717.229999999979
349,CA_1,350,9557.939999999966
350,CA_1,351,11470.249999999976
351,CA_1,352,11317.629999999943
352,CA_1,353,10200.46999999998
353,CA_1,354,7580.609999999982
354,CA_1,355,7164.479999999979
355,CA_1,356,7247.559999999976
356,CA_1,357,8696.18999999997
357,CA_1,358,14026.999999999964
358,CA_1,359,10950.809999999958
359,CA_1,360,7324.39999999997
360,CA_1,361,6957.519999999972
361,CA_1,362,6546.469999999979
362,CA_1,363,6956.159999999972
363,CA_1,364,9005.199999999972
364,CA_1,365,11288.049999999947
365,CA_1,366,11752.369999999957
366,CA_1,367,8133.069999999975
367,CA_1,368,7874.799999999968
368,CA_1,369,8620.58999999996
369,CA_1,370,9288.779999999957
370,CA_1,371,11488.299999999943
371,CA_1,372,16006.359999999962
372,CA_1,373,13261.17999999995
373,CA_1,374,10069.27999999996
374,CA_1,375,8609.239999999963
375,CA_1,376,8503.229999999961
376,CA_1,377,8837.769999999973
377,CA_1,378,9974.809999999965
378,CA_1,379,15318.559999999958
379,CA_1,380,14840.099999999955
380,CA_1,381,10597.129999999966
381,CA_1,382,6939.439999999984
382,CA_1,383,7366.739999999973
383,CA_1,384,7822.539999999964
384,CA_1,385,10008.319999999967
385,CA_1,386,12787.66999999994
386,CA_1,387,13388.409999999965
387,CA_1,388,10457.009999999957
388,CA_1,389,7731.379999999969
389,CA_1,390,7728.379999999971
390,CA_1,391,7659.629999999975
391,CA_1,392,9542.689999999959
392,CA_1,393,13302.759999999958
393,CA_1,394,12617.11999999996
394,CA_1,395,8498.009999999967
395,CA_1,396,7860.049999999972
396,CA_1,397,7620.729999999979
397,CA_1,398,9448.869999999966
398,CA_1,399,10337.329999999962
399,CA_1,400,14037.569999999954
400,CA_1,401,14507.929999999968
401,CA_1,402,10990.799999999981
402,CA_1,403,9543.229999999967
403,CA_1,404,9553.21999999997
404,CA_1,405,9557.709999999972
405,CA_1,406,10728.709999999957
406,CA_1,407,15072.459999999968
407,CA_1,408,15292.14999999996
408,CA_1,409,9991.779999999975
409,CA_1,410,7937.609999999973
410,CA_1,411,7897.869999999986
411,CA_1,412,8756.849999999984
412,CA_1,413,10170.579999999947
413,CA_1,414,13431.739999999983
414,CA_1,415,14229.229999999961
415,CA_1,416,9968.339999999964
416,CA_1,417,8223.669999999973
417,CA_1,418,7319.979999999977
418,CA_1,419,8325.63999999998
419,CA_1,420,9159.47999999996
420,CA_1,421,13669.689999999953
